Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"Cops nab 2 people engaged in manufacturing fake LTOPF, license cards for security guards",8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Police have arrested two people for allegedly manufacturing fake Licenses to Own and Possess Firearms (LTOPF) and license cards for security guards during an entrapment operation in Manila.,8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
BI nabs overstaying British operating a resort in Palawan,8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Bureau of Immigration (BI) operatives have arrested on Thursday, April 13, an overstaying British national operating an unlicensed resort for tourists in Coron, Palawan.",8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Gatchalian: Whole-of-gov't approach needed in fixing education sector woes,10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"Senator Sherwin Gatchalian stressed on Thursday, April 13 the importance of employing a whole-of-government approach in addressing the challenges of providing quality education to Filipino learners.",13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
COA tags Imus City officials on 2021 purchase of ‘rusting’ electronic vehicles for P40.5-M,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
The Commission on Audit (COA) has tagged the government officials of Imus City in Cavite on the P40.56 million purchase in 2021 of electronic vehicles (e-trikes) which were already “rusting” and with batteries “already discharged or defective.”,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
"Get second Covid-19 booster shot to maintain wall of immunity, Solante urges public",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Infectious disease expert Dr. Rontgene Solante urged the public to receive the second booster shot of the Covid-19 vaccine in order to help maintain the country’s wall of immunity against the coronavirus.,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
DOST trains 6 Pangasinan LGUs on efficient solid waste management,10. Quality of Life,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Waste management experts from the Department of Science and Technology (DOST) provided a two-day training workshop for six Pangasinan Local Government Units (LGUs) to  with science-based knowledge on proper waste management.,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"Hontiveros lauds issuance of arrest warrants vs Bantag, Zulueta","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",13. Political,"7. Law and Order, Crime and Justice"
"Senator Risa Hontiveros on Thursday, April 13,  the issuance of arrest warrants against former Bureau of Corrections (BuCor) chief Gerald Bantag and Ricardo Zulueta.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Gov't, communities must be partners in implementing ecological laws--Legarda",15. Other,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
Environmental advocate Senate President Pro Tempore Loren Legarda is pushing for cooperation between  and the government in implementing ecological laws to attain sustainability.,9. Health and Safety,6. Policy Prescription and Evaluation,13. Political,False
Speaker's right-hand man Dalipe reacts to high survey numbers,15. Other,12. Public Opinion,12. Public Opinion,12. Public Opinion
"""We are doing the right thing and the people know it.""",15. Other,12. Public Opinion,12. Public Opinion,12. Public Opinion
VP Duterte urges collective efforts in upgrading PH education,13. Political,13. Political,2. Capacity and Resources,13. Political
"Vice President and Education Secretary Sara Duterte on Thursday, April 13, underscored the need for “collective efforts” in addressing the problems faced by the country’s education sector.",10. Quality of Life,13. Political,2. Capacity and Resources,False
"DOH sets measles, polio supplemental immunization drive on May 1 to 31",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The Department of Health (DOH) will launch next month a nationwide supplemental immunization campaign against  measles, rubella, and polio in a bid to prevent possible outbreak of such diseases this year.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Marcos thanks Singapore's Temasek Foundation for its climate change, agri-fishery projects in PH",2. Capacity and Resources,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"President Ferdinand ""Bongbong"" Marcos Jr. has conveyed appreciation for Singapore's state sovereign fund non-profit philanthropic arm for its several projects in the Philippines.",1. Economic,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Keep hospitals running smoothly this summer, solon tells NGCP",9. Health and Safety,2. Capacity and Resources,9. Health and Safety,9. Health and Safety
"A pro-health congressman is asking the National Grid Corporation of the Philippines (NGCP) to ensure a steady supply of electricity this summer, if only to keep hospitals running smoothly.",9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
PRC brings mobile services to Benguet,10. Quality of Life,2. Capacity and Resources,10. Quality of Life,10. Quality of Life
Residents of Benguet may conveniently avail of the Professional Regulation Commission’s (PRC) services as the agency is set to mount an outreach program in the area on April 18.,10. Quality of Life,2. Capacity and Resources,10. Quality of Life,10. Quality of Life
Senators blast ICC,14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
Senators brushed off the rejection by the International Criminal Court (ICC) of a Philippine government appeal against its investigation into alleged human rights violations by the previous Duterte administration in connection with its anti-illegal drug campaign.,14. External Regulation and Reputation,13. Political,5. Constitutionality and Jurisprudence,False
"ROTC revival has broad support across different age groups, including college-aged Pinoys--Gatchalian",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"The proposal to implement the Reserve Officers’ Training Corps (ROTC) in college has broad support across different socio-economic classes and different age groups, including college-aged individuals.",10. Quality of Life,12. Public Opinion,12. Public Opinion,12. Public Opinion
"Romualdez a 'go-getter' Speaker, says Barzaga",15. Other,13. Political,13. Political,13. Political
"A ""go-getter"" Speaker of the House of Representatives.",15. Other,13. Political,13. Political,13. Political
Sec Remulla to Bantag: ‘Heed court’s arrest order’,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
"Department of Justice (DOJ) Secretary Jesus Crispin C. Remulla on Thursday, April 13, urged former Bureau of Corrections (BuCor) Director General Gerald Q. Bantag to heed the arrest order issued by the Muntinlupa City regional trial court (RTC).","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
Comelec gets ready for the 2025 hybrid national and local elections,13. Political,13. Political,13. Political,13. Political
Rookie solon thanks PBBM for 'wisdom' in deferring LRT fare hikes,13. Political,13. Political,13. Political,13. Political
"A neophyte congressman hailed President Ferdinand ""Bongbong"" Marcos Jr. on Thursday, April 13 for asking the Department of Transportation (DOTr) to postpone the planned fare increase on the Light Rail Transit (LRT)-1 and LRT-2 train lines.",1. Economic,13. Political,2. Capacity and Resources,False
"Stay the course with us', Romualdez asks investors in US",1. Economic,14. External Regulation and Reputation,1. Economic,1. Economic
"House Speaker Martin Romualdez and the flag of the United States (Speaker’s office, Unsplash)",14. External Regulation and Reputation,14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation
Konsyerto sa Palasyo' in Malacañang on April 22,15. Other,15. Other,11. Cultural Identity,15. Other
"Malacañang will open its doors to new performing artists in the country by staging ""Konsyerto sa Palasyo""—a series of concerts inside the Palace.",11. Cultural Identity,15. Other,11. Cultural Identity,11. Cultural Identity
PPA explains importance of port operations' digital shift in Senate inquiry,13. Political,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"While all government agencies are already going online in its transactions, the digitalization efforts of the Philippine Ports Authority (PPA) that are supposed to make port operations easier appears to be continuously hitting a snag.",10. Quality of Life,6. Policy Prescription and Evaluation,2. Capacity and Resources,False
"Not appropriate' to increase LRT fare at this time, says Cong Roman",10. Quality of Life,6. Policy Prescription and Evaluation,10. Quality of Life,10. Quality of Life
Raising the fare for the Light Rail Transit (LRT)-1 and  LRT-2 isn't appropriate at this time.,12. Public Opinion,6. Policy Prescription and Evaluation,10. Quality of Life,False
US visa application fees increase starting May 30,10. Quality of Life,1. Economic,10. Quality of Life,10. Quality of Life
"The United States Embassy in Manila announced on Thursday, April 13, that it has increased its visa application fees, with visitor (B1/B2) visas up to US$185.",10. Quality of Life,1. Economic,14. External Regulation and Reputation,False
"DOH reminds parents to stay vigilant over kids when in pools, beaches",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Parents were reminded by the Department of Health (DOH) to be cautious when their children are swimming in beaches or pools to avoid incidence of drowning.,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
63 NPA fighters yield in Mimaropa so far this year- police,8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense
"A total of  rebels have surrendered in MImaropa region this year, the regional police force disclosed on Thursday, April 13.",8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense
"Supersizing' of medicine scholar slots shows PH learned lesson from pandemic, says Recto",9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"House Deputy Speaker and Batangas 6th district Rep. Ralph Recto says the country is showing that it has learned a lesson from the Covid-19 pandemic with its ""supersizing"" of medicine scholars' slots.",9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
DOT commits P2M to oil-spill affected LGUs for tourism-related projects,1. Economic,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
The Department of Tourism (DOT) has announced that it will give P2 million to each of the oil spill-affected local government units (LGUs) as funding for their qualified tourism-related projects through the Tourism Infrastructure and Economic Zone Authority (TIEZA).,1. Economic,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Cadaver of last missing passenger of ship that caught fire off Basilan recovered- PCG,15. Other,8. Security and Defense,15. Other,15. Other
﻿Personnel of the Philippine Coast Guard (PCG) have recovered the cadaver of the last remaining missing passenger of a vessel that caught fire off the waters of Basilan on March 29.,15. Other,8. Security and Defense,15. Other,15. Other
"SC launches new lawyers’ code on responsibility, accountability",3. Morality,3. Morality,3. Morality,3. Morality
"The Supreme Court (SC) on Thursday, April 13, launched the Code of Professional Responsibility and Accountability (CPRA) which will serve as “bible” for all lawyers and “compass” that would direct them “towards moral and just conduct.”",5. Constitutionality and Jurisprudence,3. Morality,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Tourism czar urges tourists to visit Puerto Galera as it remains ‘unaffected’ by oil spill,15. Other,1. Economic,1. Economic,1. Economic
"Tourism Secretary Christina G. Frasco has called on tourists to visit the tropical paradise of Puerto Galera in Oriental Mindoro, saying the area  remains unaffected by the oil spill triggered by the sinking of motor tanker (MT) Princess Empress on Feb. 28.",9. Health and Safety,1. Economic,1. Economic,1. Economic
Dela Rosa: Teves will virtually attend Senate probe on Degamo killing,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Suspended Negros Oriental 3rd district Rep. Arnolfo ‘’Arnie’’ Teves Jr. will attend the scheduled April 17 Senate inquiry on the March 4 murder of Governor Roel Degamo and other political killings in Negros Oriental.,13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"China decries 'false accusations' of PH, US over South China Sea row",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
China has claimed it was falsely accused by the Philippines and the United States of conducting illegal activities in the South China Sea when these two countries called out Beijing for its reclamation and militarization activities there.,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Party-list solon credits Speaker’s 'involved leadership' for high survey ratings,12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
‘Amang’ weakens into LPA,15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"The Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said tropical depression Amang has weakened into a low pressure area (LPA) around 8 a.m., Thursday, April 13.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
PCO's new logo symbolizes 'swift communication',15. Other,15. Other,15. Other,15. Other
"The Presidential Communications Office (PCO) has unveiled its new official seal, which it described as a symbol of  to the speedy dissemination of news and information.",15. Other,15. Other,15. Other,15. Other
"We will work even harder,' says Romualdez after getting high performance rating",12. Public Opinion,13. Political,12. Public Opinion,12. Public Opinion
"Speaker Martin Romualdez vowed on Thursday, April 13 that the House of Representatives would work even harder as a lawmaking institution after the results of a nationwide survey gave him a high performance score.",12. Public Opinion,13. Political,12. Public Opinion,12. Public Opinion
"Ex-Iloilo City mayor, councilor charged with graft before Sandiganbayan","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Former Iloilo City mayor Jed Patrick E. Mabilog and incumbent Councilor Plaridel C. Nava II have been charged with graft before the Sandiganbayan for creating a  that was granted a contract by the city government.,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Two more Israel-made fast attack craft-missile arrive for PH Navy,8. Security and Defense,2. Capacity and Resources,14. External Regulation and Reputation,False
"Two more brand new Israel-made Fast Attack Interdiction Craft-Missile (FAIC-M) have arrived in the country and will soon be deployed to secure littoral areas of the country, the Philippine Navy (PN) said.",8. Security and Defense,2. Capacity and Resources,14. External Regulation and Reputation,False
Faithful invited to Apostolic Congress on Mercy,15. Other,3. Morality,3. Morality,3. Morality
The Divine Mercy Philippines is inviting the faithful to join the Luzon Apostolic Congress on Mercy (LUACOM) 2023 on April 20 to 21 at the Malolos Convention Center in Bulacan.,15. Other,3. Morality,3. Morality,3. Morality
Go files 'Philippine National Games Act' to develop promising Pinoy athletes,15. Other,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Senator Christopher “Bong” Go, chairman of the Senate Committee on Sports, has filed a bill to develop promising Filipino athletes and cement the country’s status as a ‘’Sports Powerhouse in Asia"".",14. External Regulation and Reputation,6. Policy Prescription and Evaluation,11. Cultural Identity,False
Padilla reacts to resumption of PH-China talks for joint exploration in WPS,14. External Regulation and Reputation,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation
"Senator Robinhood Padilla on Thursday, April 13, said he was heartened over the planned resumption of talks this May between the Philippines and China for oil and gas exploration in the West Philippine Sea (WPS).",14. External Regulation and Reputation,13. Political,13. Political,13. Political
"BFAR recommends to retain bans on fishing, harvesting seaweeds in oil spill-affected areas",9. Health and Safety,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The Bureau of Fisheries and Aquatic Resources (BFAR) has  to keep the fishing bans on oil-spill affected areas in Oriental Mindoro, and keep the seaweed harvesting bans in Caluya, Antique as recent samples collected from said areas still showed polycyclic aromatic hydrocarbons (PAH), which are low-level contaminants.",9. Health and Safety,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Court orders arrest of Bantag, Zulueta on murder charge for death of Bilibid inmate","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
An arrest order has been issued by the Muntinlupa City regional trial court (RTC) against former Bureau of Corrections (BuCor) director general Gerald Q. Bantag and the bureau’s former security officer Ricardo S. Zulueta on a murder charge for the death of a person deprived of liberty (PDL) at the New Bilibid Prison (NBP) in Muntinlupa City.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
PBBM thankful for high approval rating,12. Public Opinion,13. Political,12. Public Opinion,12. Public Opinion
"President Ferdinand ""Bongbong"" Marcos Jr. expressed his gratitude for the public's unwavering support as showed by the results of the latest Pulse Asia Survey where he received a high approval rating in March.",12. Public Opinion,13. Political,12. Public Opinion,12. Public Opinion
PNP activates 2 police provincial offices in Maguindanao,10. Quality of Life,2. Capacity and Resources,8. Security and Defense,False
The Philippine National Police (PNP) has activated two Police Provincial Offices (PPOs) in the Bangsamoro region following a result of a plebiscite which paved the way for the creation of Maguindanao Del Sur and Maguindanao Del Norte.,10. Quality of Life,2. Capacity and Resources,8. Security and Defense,False
"PNP, UN official discuss road safety measures amid alarming PH fatal accident data",14. External Regulation and Reputation,6. Policy Prescription and Evaluation,14. External Regulation and Reputation,14. External Regulation and Reputation
The Philippine National Police (PNP) has discussed with a top official of the United Nations measures to promote road safety in the Philippines amid alarming data on road accidents in the country.,9. Health and Safety,6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety
New PDEG chief named amid controversy on P6.7B Manila drug haul,8. Security and Defense,13. Political,2. Capacity and Resources,False
"The Philippine National Police (PNP) has appointed a new director of its Drug Enforcement Group (PDEG) following the controversy surrounding the alleged massive cover-up for Police Master Sgt. Rodolfo Mayo, Jr. who was tagged in the P6.7 billion drug haul in Manila last year.",13. Political,13. Political,2. Capacity and Resources,13. Political
Tropical Cyclone Amang Tracker,15. Other,15. Other,10. Quality of Life,15. Other
"This image from PAGASA shows the track and intensity forecast for tropical depression Amang as of 8 a.m., Thursday, April 13, 2023.",15. Other,15. Other,10. Quality of Life,15. Other
"Rains persist over parts of Bicol, S. Luzon, C. Luzon due to ‘Amang’",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Tropical depression Amang may continue to bring rains and strong winds to some parts of Bicol, Southern Luzon, and Central Luzon, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) on Thursday morning, April 13.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
Signal No. 1 still up in some Luzon areas as ‘Amang’ lingers over Camarines Sur,15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Tropical depression Amang continues to move “very slowly” over the northern part of Camarines Sur or near San Miguel Bay on Wednesday evening, April 12, said the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) in its latest bulletin.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
P80-M Mega Lotto jackpot still up for grabs,15. Other,15. Other,15. Other,15. Other
"No one hit the jackpot prize for Mega Lotto 6/45 worth P80,967,403.20 in the evening draw of the Philippine Charity Sweepstakes Office (PCSO) on Wednesday, April 12.",15. Other,15. Other,15. Other,15. Other
"BOC seizes P20M worth of smart TVs, computer system units in Bulacan","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Agents of the Bureau of Customs (BOC) seized around P20 million worth of smart televisions  system units in a raid in a warehouse in Guiguinto, Bulacan.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Negros Oriental ex-Gov Teves asks prosecutors to dismiss charges of illegal possession of firearms, explosives","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",13. Political,"7. Law and Order, Crime and Justice"
Former Negros Oriental Gov. Pryde Henry A. Teves has asked government prosecutors to dismiss the criminal charges filed against him for alleged illegal possession of firearms and explosives which were reportedly seized by law enforcers.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",13. Political,"7. Law and Order, Crime and Justice"
Hontiveros seeks review of PH foreign policy toward China,14. External Regulation and Reputation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
A review of Philippine foreign policy toward China is in order.,14. External Regulation and Reputation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Two ranking PNP officials go on leave amid illegal drugs 'cover-up' controversy,8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
The head of the Philippine National Police- Drug Enforcement Group (PDEG) and another ranking officer of the unit have filed a leave of absence in connection with the controversy surrounding arrest of a police sergeant tagged in the 990 kilos of shabu seized in Manila last year.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
EDCA issue: Cagayan guv says Galvez a ‘liar;’ acting defense chief reacts,13. Political,13. Political,13. Political,13. Political
"The word war between Cagayan Gov. Manuel Mamba and Senior Undersecretary Carlito Galvez Jr., officer in charge of the Department of National Defense (DND), is heating up as the two officials clashed over the establishment of four additional sites for the expansion of the Enhanced Defense Cooperation Agreement (EDCA).",8. Security and Defense,13. Political,13. Political,13. Political
PH’s daily Covid-19 cases projected to hit over 600 by May 15—DOH,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The Philippines could see over 600 Covid-19 cases per day by the middle of May, the Department of Health (DOH) said on Wednesday, April 12.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Comelec mulls COC filing for BSKE in malls,13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
"After the various interventions employed to make the voter registration run smoother, the Commission on Elections said on Wednesday, April 12 that it eyes to conduct the filing of Certificates of Candidacy (COC) for the Barangay and Sangguniang Kabataan Elections (BSKE) in malls.",13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
Marcos OKs setting up of single system for all gov't transactions,10. Quality of Life,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"President Ferdinand ""Bongbong"" Marcos Jr. has approved the creation of a single operating system for all government transactions to ensure ease of doing business in the country.",10. Quality of Life,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
‘Amang’ makes another landfall over Camarines Sur,15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Tropical depression Amang made another landfall in the town of Lagonoy in the province of Camarines Sur at 4 p.m., Wednesday, April 12, the Philippine Atmospheric, Geophysical and Astronomical Services Administration (PAGASA) said in its latest bulletin.",15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
Hybrid' voting system? Comelec says it's open to the idea,10. Quality of Life,6. Policy Prescription and Evaluation,13. Political,False
"The Commission on Elections (Comelec) said on Wednesday, April 12, that it is open to a hybrid voting system yet it would not just involve a single technology.",10. Quality of Life,6. Policy Prescription and Evaluation,13. Political,False
Tolentino on CHR findings: 'Let’s just hope our economy recovers soon',1. Economic,13. Political,1. Economic,1. Economic
"""Let’s just hope our economy recovers soon.""",1. Economic,13. Political,1. Economic,1. Economic
PH labor market should brace for 1.5-M additional workforce--Villanueva,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"The country’s labor market must be ready for the 1.5 million individuals set to join the pool of Filipinos looking for work this year, Senate Majority Leader Joel Villanueva said on Wednesday, April 12",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
78 drowning cases recorded on Holy Week – PCG,15. Other,9. Health and Safety,9. Health and Safety,9. Health and Safety
"What was supposed to be a time for reflection turned out to be deadly for some as 78 cases of drowning in different parts of the country were monitored during the Holy Week last week, the Philippine Coast Guard (PCG) said Wednesday, April 12.",15. Other,9. Health and Safety,9. Health and Safety,9. Health and Safety
Teachers push for ‘shorter’ class time pending the return to old school calendar,10. Quality of Life,6. Policy Prescription and Evaluation,10. Quality of Life,10. Quality of Life
"Pending the possible return to the pre-pandemic school calendar, a teachers’ group on Wednesday, April 12, proposed to the Department of Education (DepEd) to consider shortening class hours in schools during the hottest months of the year.",9. Health and Safety,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
JV seeks broader defense alliance to fend off Chinese bullying at-sea,8. Security and Defense,8. Security and Defense,14. External Regulation and Reputation,8. Security and Defense
"Senate Deputy Majority Leader Joseph Victor “JV” Ejercito on Wednesday, April 12, sought the expansion of existing defense cooperation programs of the Philippines and its allies to counter Chinese bullying in the South China Sea (SCS) and West Philippine Sea (WPS).",14. External Regulation and Reputation,8. Security and Defense,8. Security and Defense,8. Security and Defense
PCG finds another possible casualty of Basilan ferry fire,15. Other,8. Security and Defense,9. Health and Safety,False
"The Philippine Coast Guard (PCG) recovered Tuesday, April 11, another cadaver believed to be among the casualties in the deadly fire that hit MV Lady Mary Joy 3 last month.",15. Other,8. Security and Defense,9. Health and Safety,False
DOH approves second Covid-19  booster shot for general population,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"The general population will soon be allowed to receive their second booster shot against Covid-19, the Department of Health (DOH) announced on Wednesday, April 12.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
OCD raises highest emergency protocol for ‘Amang’,15. Other,8. Security and Defense,9. Health and Safety,False
"The Office of Civil Defense (OCD) hoisted Wednesday, April 12, the “Charlie” protocol – its highest level of emergency preparation – for tropical depression “Amang.”",15. Other,8. Security and Defense,9. Health and Safety,False
Kabataan solon pokes holes at survey saying 8 of 10 Pinoys favor mandatory ROTC,12. Public Opinion,13. Political,12. Public Opinion,12. Public Opinion
Kabataan Party-list Rep. Raoul Manuel is challenging the veracity of the Pulse Asia survey results which indicated that a whopping 80 percent of Filipinos favored the return of mandatory Reserved Officers Training Corps (ROTC) for college students.,12. Public Opinion,13. Political,12. Public Opinion,12. Public Opinion
BI chief tells Risa: Fight vs human trafficking needs coordination among gov't agencies,13. Political,6. Policy Prescription and Evaluation,8. Security and Defense,False
"The fight to eliminate human trafficking can never be solved by the Bureau of Immigration (BI) alone, its top official said amid calls for overhauling of the agency over the failure to address the problem.",13. Political,6. Policy Prescription and Evaluation,8. Security and Defense,False
VP Duterte shares parenting tips; 'Walang short cut',15. Other,10. Quality of Life,13. Political,False
"Vice President and Education Secretary Sara Duterte called on parents to make sure that their children are attending school during a visit in Sta. Maria, Laguna on Wednesday, April 12.",15. Other,10. Quality of Life,13. Political,False
Balikatan: AFP to provide aid for fishers affected by at sea drills; PBBM interested in watching exercises,10. Quality of Life,10. Quality of Life,2. Capacity and Resources,10. Quality of Life
"The Armed Forces of the Philippines (AFP) disclosed Wednesday, April 12, that it will give assistance to the fisherfolk that will be affected by the “Exercise Balikatan” at sea drills.",10. Quality of Life,10. Quality of Life,2. Capacity and Resources,10. Quality of Life
No soft skills?': Salceda says high inflation makes it hard for Pinoys to find jobs,2. Capacity and Resources,10. Quality of Life,1. Economic,False
"High inflation is more likely making it difficult for Filipinos to land jobs, and not so much as the reported lack of ""soft skills"" among graduates in the ongoing Covid-19 pandemic.",2. Capacity and Resources,10. Quality of Life,1. Economic,False
"Ex-QC mayor Bautista, then city administrator Cuña charged in 2 graft cases before Sandiganbayan","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Former Quezon City mayor Herbert “Bistek” M. Bautista and then city administrator Aldrin C. Cuña have been charged with two counts of graft before the Sandiganbayan for alleged irregular implementation of projects amounting to P57.4 million when they were city officials.,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
DPWH builds P190-M flood shield projects in Camarines Sur,10. Quality of Life,8. Security and Defense,2. Capacity and Resources,False
"The Department of Public Works and Highways (DPWH)  a P190 million river dike project which will protect the residents of the flood-prone barangays in Nabua, Camarines Sur.",2. Capacity and Resources,8. Security and Defense,2. Capacity and Resources,2. Capacity and Resources
BIR: No extension of deadline for April 17 ITR filing,1. Economic,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
The Bureau of Internal Revenue (BIR) is not keen on extending the April 17 deadline for the submission of the 2022  tax return (ITR).,1. Economic,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
‘Amang’ maintains strength as it traverses the coastal waters of Camarines Sur,15. Other,10. Quality of Life,10. Quality of Life,10. Quality of Life
