Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
UNFPA seeks comprehensive sexuality education for ages 5–19 to curb teen pregnancy,9. Health and Safety,6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety
Remulla: 5 to 6 people conspired in Degamo slay,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"More than half of Filipinos believe that the lack of classrooms must top the Department of Education's (DepEd) priorities, according to a Pulse Asia  by Senator Sherwin Gatchalian.",12. Public Opinion,2. Capacity and Resources,12. Public Opinion,12. Public Opinion
The Department of Justice (DOJ) panel of prosecutors has indicted seven members of the Tau Gamma Phi fraternity over the alleged hazing death of Adamson University student John Matthew Salilig.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
PDEG chief wants AMLC’s help in probing bank accounts of cops in P6.7-B drug case,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
106 pass Technical Evaluation for Professional Mechanical Engineer upgrading,15. Other,15. Other,15. Other,15. Other
DICT: No extension of April 26 SIM registration deadline ‘at this point’,10. Quality of Life,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"WPS among topics discussed between Marcos, Czech PM Fiala",14. External Regulation and Reputation,6. Policy Prescription and Evaluation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Philippine senators and visiting European Parliament members had a ""constructive and fruitful"" discussion on various human rights issues, especially the International Criminal Court's (ICC) investigation into former President Rodrigo Duterte's war on drugs.",13. Political,13. Political,"7. Law and Order, Crime and Justice",13. Political
"Church urges other ways of atonement as penitents once again get beaten, dragged",3. Morality,3. Morality,3. Morality,3. Morality
Sara urges fight vs. social ills on Araw ng Kagitingan,11. Cultural Identity,3. Morality,3. Morality,3. Morality
"Four more suspects, described by Justice Secretary Jesus Crispin Remulla as ""major players"" in the killing of Negros Oriental Governor Roel Degamo, have surrendered to the Philippine military.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"PRC: Only 59.7% of Philippines’ doctors practicing; nurses, only 53.55%",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
The Department of Justice will file charges against ten persons who have been linked to the kidnapping and death of a  executive in July 2022.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"SC upholds House journal over videos, photos; dismisses petitions vs. TRAIN Law",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence
"A bill imposing as much as P10 million penalty to shipowners who will be found guilty of discharge or emission of oil, sewage, garbage and other harmful substances and pollutants into Philippine seas has been filed in the House of Representatives.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"President Ferdinand ""Bongbong"" Marcos Jr. has appointed Monina Arevalo-Zenarosa  of the Commission on Human Rights (CHR).",2. Capacity and Resources,13. Political,13. Political,13. Political
"Three people arrested during the raid on  allegedly owned by former Negros Oriental Governor Pryde Henry Teves are set to file  before the Commission on Human Rights (CHR), a lawyer said Wednesday.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Philippines is in talks to possibly include Australia and Japan in planned joint South China Sea patrols with the United States, a senior diplomat said on Monday, in another sign of concern over Beijing's activities in the strategic waters.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Marcos cites importance of digitalization, key role of fast, affordable internet",2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
Marcos yet to decide on locations for additional EDCA sites,13. Political,2. Capacity and Resources,8. Security and Defense,False
"At least seven percent of Filipino households have an overseas Filipino worker (OFW) who help sustain the family, according to a Social Weather Stations (SWS) survey.",12. Public Opinion,10. Quality of Life,10. Quality of Life,10. Quality of Life
PNP-ACG recommends making e-sabong illegal under law,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,12. Public Opinion,6. Policy Prescription and Evaluation
Malacañang on Thursday announced new undersecretaries and directors at the Presidential Communications Office (PCO) following President Ferdinand “Bongbong” Marcos Jr.'s order to reorganize the agency.,2. Capacity and Resources,13. Political,13. Political,13. Political
"TOKYO — President Ferdinand Marcos Jr. has said the government will review a possible “tripartite agreement” with the Philippines’ two close allies, the United States and Japan.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"SC: LRT, MRT fare increases require prior notice, hearing to be valid",5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,1. Economic,False
The Commission on Elections (Comelec) was urged to set a different date for the pilot testing of the automated election system for the barangay and Sangguniang Kabataan elections (BSKE).,13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
Bato dela Rosa concerned over Philippine sovereignty after expansion of EDCA sites,13. Political,8. Security and Defense,8. Security and Defense,8. Security and Defense
"Sugar Regulatory Administration (SRA) chief David Thaddeus Alba on Saturday dispelled any speculations regarding his resignation, saying health  him to do so.",13. Political,13. Political,13. Political,13. Political
"The Philippines reported 305 new COVID-19 cases on Sunday and the highest active case total in 12 days, data released by the Department of Health (DOH) showed.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Malaysian Prime Minister Anwar Ibrahim arrived at Malacañang Palace on Wednesday afternoon for a bilateral meeting with President Ferdinand ""Bongbong"" Marcos Jr.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Marcos: This country will not lose one inch of its territory,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
SITG conducts probe on origin of 990 kilos of 'shabu' seized in October 2022,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
More EDCA sites to cost taxpayers' money -Gabriela solon,1. Economic,6. Policy Prescription and Evaluation,1. Economic,1. Economic
Senator Francis Tolentino has accepted Senator Ronald “Bato” dela Rosa’s request to be his legal counsel in all proceedings related to the International Criminal Court’s investigation into the Duterte administration’s drug war.,13. Political,13. Political,13. Political,13. Political
"The Philippines' appeal against the resumption of the International Criminal Court prosecutor's investigation into the killings in the country's war on drugs remains active, Solicitor General Menardo Guevarra said on Friday.","7. Law and Order, Crime and Justice",14. External Regulation and Reputation,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"President Ferdinand R. Marcos Jr. said on Wednesday that if the government can carry out major reorganization within some agencies, the country will be close to self-sufficiency in rice in two years.",2. Capacity and Resources,1. Economic,1. Economic,1. Economic
Senator Sherwin Gatchalian on Tuesday emphasized the need to address the corruption issues in tax-collecting agencies amid the push to extend the estate tax amnesty period.,6. Policy Prescription and Evaluation,13. Political,"7. Law and Order, Crime and Justice",False
"The Land Transportation Franchising and Regulatory Board (LTFRB) on Wednesday  the decision of transport groups to end their planned week-long transport strike, two days after",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,4. Fairness and Equality,6. Policy Prescription and Evaluation
A priest who was on his way home was flagged down at a police checkpoint after the authorities became suspicious of what looked like a human body wrapped in plastic inside his vehicle.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
COA official leads Philippine chairmanship of UN program panel,13. Political,13. Political,13. Political,13. Political
"An activist group on Tuesday trooped before the Department of Justice  the second anniversary of the March 2021 Bloody Sunday incident, which led to the deaths of nine activists.","7. Law and Order, Crime and Justice",12. Public Opinion,4. Fairness and Equality,False
DOH amid hike in COVID-19 cases: No need to stay home if vaccinated,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Military dogs took center stage in an activity during this year’s Balikatan Military Exercise, according to a report by GMA Regional TV One North Central Luzon’s Jasmin Gabriel-Galban on “24 Oras” on Monday.",8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
"TOKYO — President Ferdinand Marcos Jr. on Wednesday described his working visit to Japan as ""very specific,"" indicating that every meeting he would have with the Japanese would have set objectives.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Marcos, Czech PM Fiala meet in Malacañang for bilateral talks",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"The Commission on Elections’ proposed automated election system (AES) for the 2025 polls will adopt mechanisms that will improve the transparency of the voting process in the country, Comelec Chairman George Garcia said Friday.",2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
"The Department of Health (DOH) on Friday recorded 503 new COVID-19 cases, bringing the overall tally to 4,085,116.   The number of active cases went down to 9,413 from the 9,533 reported on Thursday, according to the latest DOH bulletin.   The country’s total recoveries went up by 609 to 4,009,269, while the death toll stood at 66,434.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
WASHINGTON - President Ferdinand “Bongbong” Marcos Jr. paid his respects to fallen US veterans at the Arlington National Cemetery.,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
6 out of 7 species of sea turtle possibly threatened due to climate change,10. Quality of Life,2. Capacity and Resources,9. Health and Safety,False
Senate postpones inquiry on alleged smuggling of sugar from Thailand,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"President Ferdinand ""Bongbong"" Marcos Jr. said Friday the rising prices  remain the biggest problem of Filipinos as he stressed the need to open more Kadiwa stalls to help consumers as well as local and small businesses.",1. Economic,1. Economic,1. Economic,1. Economic
"Poe wants MIAA, OTS reports on alleged theft at airport","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Developing the Philippines' defense capabilities through efforts such as the Enhanced Defense Cooperation Agreement (EDCA) with the United States aims to build deterrence, and is not for engaging in war, Department of National Defense officer-in-charge Carlito G. Galvez, Jr.",8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
The Maritime Industry Authority  on Friday said it has launched a marine safety investigation into the fire on MV Lady Mary Joy 3 off Basilan that left 29 people dead.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",9. Health and Safety,"7. Law and Order, Crime and Justice"
"TOKYO — On the second day of his working visit, President Ferdinand Marcos Jr. on Thursday emphasized the importance of Japan's support in the Philippines’ peace process in the southern region of the country.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Senator Imee Marcos on Tuesday called for certain limits in the implementation of the Enhanced Defense Cooperation Agreement (EDCA) including those on the number of US troops in the country and the length of their stay.,6. Policy Prescription and Evaluation,8. Security and Defense,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Group pushes for campaign contribution limits,12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
"Nearly six years since the program started, the public utility vehicle modernization remains hounded by challenges.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The public should assess themselves when and where they should put their face mask on, especially now that new COVID-19 infections are increasing once more, according to the Department of Health (DOH).",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Amid the controversies surrounding the attached agency, Budget Secretary Amenah Pangandaman stood firm in her support for the Procurement Service of the Department of Budget and Management (PS-DBM), emphasizing that centralized procurement was still more advantageous to the government and the Filipino people.",13. Political,13. Political,6. Policy Prescription and Evaluation,13. Political
"Following  filed against its officials, Department of Health officer-in-charge Maria Rosario Vergeire on Tuesday said their agency is using funds for its cancer programs in a transparent manner.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Vice President and Education Secretary Sara Duterte on Monday maintained that classes will still push through despite the week-long transport strike, which she described as “problematic.”",13. Political,6. Policy Prescription and Evaluation,10. Quality of Life,False
5 senior PNP officials designated to new posts,2. Capacity and Resources,8. Security and Defense,2. Capacity and Resources,2. Capacity and Resources
"Solon seeks more laws on women's rights, gender equality",4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality,4. Fairness and Equality
Nancy Binay seeks probe into BuCor's transfer plan to Masungi Georeserve,6. Policy Prescription and Evaluation,13. Political,"7. Law and Order, Crime and Justice",False
Senate bill eyes jail time for nuisance candidates,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The government will spearhead a nationwide digital media literacy drive this year in a bid to teach the vulnerable sector “to be discerning of the truth” in social media, a Presidential Communications Office (PCO) official said.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"LTFRB warns PUV operators vs. overloading, overcharging, ‘colorums’","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
PMA holds testimonial parade for outgoing PNP chief Azurin,15. Other,13. Political,15. Other,15. Other
"House OKs Cha-cha resolution on 2nd reading, limits amendments to economic provisions",6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"WWII wreck on which nearly 1,000 Australians died found in South China Sea northwest of Luzon",15. Other,10. Quality of Life,9. Health and Safety,False
The Department of Health (DOH) is expecting the bivalent COVID-19 vaccines donated by the COVAX facility and other countries to arrive by the end of March.,2. Capacity and Resources,9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources
"Detained former senator Leila de Lima has again filed a petition seeking the dismissal of the drug case against her as well as her immediate release, her camp announced Friday.",13. Political,5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice",False
Six persons of interest in the death of Adamson University student John Matthew Salilig arrived on Thursday at the Department of Justice (DOJ) for inquest proceedings.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Executive Secretary Lucas Bersamin on Tuesday denied that he resigned from his post in the Marcos administration.,13. Political,13. Political,13. Political,13. Political
"The Department of Health (DOH) on Thursday recorded 237 new COVID-19 cases, while the tally of active cases reached 8,749.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Senator Ana Theresia “Risa” Hontiveros-Baraquel over the weekend urged Malacañang to call on China to recall their representative to the Philippines Huang Xilian, following his remarks pushing the Philippines to oppose independence of Taiwan.",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Divorce bills OKd 'in principle' by House panel,3. Morality,13. Political,6. Policy Prescription and Evaluation,False
"The Department of Justice (DOJ) secured the conviction of a cashier of the Rural Missionaries of the Philippines (RMP) in the Northern Mindanao region over terrorist financing through a plea bargain and without trial, lawyers of the group said on Friday.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Philippines will pursue its appeal questioning the International Criminal Court's (ICC) jurisdiction and authority to investigate killings during former President Rodrigo Duterte's 'war on drugs', its top lawyer said on Wednesday.",13. Political,5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice",False
4 Pinays being trafficked to Lebanon rescued,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",9. Health and Safety,"7. Law and Order, Crime and Justice"
"The Department of Health (DOH) on Thursday logged 162 new COVID-19 cases, while the active tally reached 9,298.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
37th EDSA People Power Revolution Anniversary remembered in simple ceremony,11. Cultural Identity,15. Other,11. Cultural Identity,11. Cultural Identity
Sara Duterte to Comelec: Give teachers advance pay for election duties,13. Political,13. Political,4. Fairness and Equality,13. Political
Oriental Mindoro oil spill cleanup progressing —sunken ship owner,6. Policy Prescription and Evaluation,2. Capacity and Resources,9. Health and Safety,False
CA nods Pascual’s appointment as DTI chief,2. Capacity and Resources,13. Political,13. Political,13. Political
Bryan Co designated as MIAA OIC after GM Chiong placed under preventive suspension,2. Capacity and Resources,13. Political,2. Capacity and Resources,2. Capacity and Resources
"The Philippine Coast Guard (PCG) on Monday monitored 70,535 outbound passengers and 55,151 inbound passengers in all seaports from morning to noon on the last day of the long Holy Week-Araw ng Kagitingan holiday break.",8. Security and Defense,10. Quality of Life,2. Capacity and Resources,False
FDA creates task force to fast track COVID-19 drugs registration,2. Capacity and Resources,9. Health and Safety,2. Capacity and Resources,2. Capacity and Resources
"Senate Minority Leader Aquilino ""Koko"" Pimentel III on Saturday called on the agencies involved in the issuance of the national identification card to keep the IDs ""reliable and trustworthy.""",2. Capacity and Resources,6. Policy Prescription and Evaluation,13. Political,False
Most traditional jeepneys—the recognized kings of the country's roads and cultural icons recognizable even abroad—will have their final trips on the public transportation routes on June 30.,10. Quality of Life,11. Cultural Identity,11. Cultural Identity,11. Cultural Identity
The Research Institute for Tropical Medicine will no longer be dissolved upon the creation of the proposed Center for Disease Control (CDC).,6. Policy Prescription and Evaluation,9. Health and Safety,2. Capacity and Resources,False
BI's e-Travel System to roll out on April 15,2. Capacity and Resources,6. Policy Prescription and Evaluation,10. Quality of Life,False
"All courts under Alert Levels 1 and 2 are required to operate under a workforce of at least 50% workforce, the Supreme Court said Monday.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,2. Capacity and Resources,6. Policy Prescription and Evaluation
"Amid the shortage of plastic cards used for printing driver’s licenses, Transportation Secretary Jaime Bautista on Friday warned of another shortage in vehicle license plates.",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"The Senate was likely to approve the Maharlika Investment Fund (MIF) bill in June, according to Senator Francis “Chiz” Escudero on Saturday.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Senator Nancy Binay on Thursday urged the Department of Tourism to review the projects of Nayong Pilipino Foundation (NPF) after the Commission on Audit (COA) reported that its funding will be fully depleted in five or six years.,1. Economic,2. Capacity and Resources,6. Policy Prescription and Evaluation,False
"The Department of Public Works and Highways (DPWH) has a resettlement plan for families that will be affected by the construction of the 32-kilometer Bataan-Cavite Interlink Bridge, an official said Saturday.   On the sidelines of the Saturday News Forum in Quezon City, DPWH Project Manager Teresita Bauzon said the agency estimated that at least 149 families would be affected by the project.",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
One of the gunmen in the assassination of Negros Oriental Governor Roel Degamo has been identified.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Philippines records 184 new COVID-19 cases; active tally hits 9,119",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"BFAR, PAMALAKAYA discuss Manila Bay dredging, reclamation activities",13. Political,6. Policy Prescription and Evaluation,10. Quality of Life,False
"Officials of Flex Fuel Petroleum Corp. have again denied any involvement in alleged investment scams, as they expressed willingness to work with authorities to address any concerns.","7. Law and Order, Crime and Justice",2. Capacity and Resources,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"WASHINGTON—President Ferdinand ""Bongbong"" Marcos Jr. on Thursday (Washington time) expressed hope that the Philippines could work with the United States in establishing a virology and vaccine institute in the country.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
DBM: P1.89B earmarked for electrification programs,2. Capacity and Resources,2. Capacity and Resources,1. Economic,2. Capacity and Resources
"A graduate of Naga College Foundation gained the highest passing score for the April 2023 Licensure Examination for Criminologists, the Professional Regulation Commission announced on Thursday.",15. Other,15. Other,15. Other,15. Other
"Department of Information and Communications Technology (DICT) Secretary Ivan John Uy said Tuesday that there had been serious lapses in the ""supposed leak"" from the Philippine National Police (PNP) database,  the details of 1.2 million records of employees and applicants.",8. Security and Defense,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"The Philippines is experiencing delays in the arrival of the bivalent vaccines, considering the lifting of the state of calamity due to COVID-19, Department of Health (DOH) officer-in-charge Maria Rosario Vergeire said Tuesday.",6. Policy Prescription and Evaluation,9. Health and Safety,2. Capacity and Resources,False
"Department of Health (DOH) officer-in-charge Maria Rosario Vergeire said Tuesday the Philippines is no longer under the state where there should be strict COVID-19 restrictions, pointing out that cases here have remained manageable.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
LTO asked to postpone cap on driving lesson fees,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
"The COVID-19 vaccines from other countries were donated to the Philippine government with no strings attached, former National Task Force against COVID-19 deputy chief implementer Vince Dizon told a Senate hearing on Tuesday.",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
The Philippine Statistics Authority (PSA) has successfully issued over 22 million ePhilIDs or the electronic printable version of the Philippine Identification System (PhilSys) ID or national ID to registered Filipinos.,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Red tide toxin detected in 6 coastal areas —BFAR,9. Health and Safety,2. Capacity and Resources,9. Health and Safety,9. Health and Safety
"WASHINGTON - President Ferdinand “Bongbong” Marcos Jr. responded an outright ""no"" when asked if the United States government requested Filipino soldiers to be deployed to Taiwan once tension escalates.",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Marcos offers 'hand of reconciliation' on 37th EDSA People Power anniversary,11. Cultural Identity,3. Morality,4. Fairness and Equality,False
"The Philippine National Railways (PNR) is coordinating with other agencies and local government units to provide alternative modes of transportation for riders during the five-year paused operations of the train system, an official said Friday.",6. Policy Prescription and Evaluation,10. Quality of Life,2. Capacity and Resources,False
"Bill eyes P2,000 monthly gov't subsidy for parents of kids with disabilities",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,10. Quality of Life,6. Policy Prescription and Evaluation
"The Department of Health (DOH) on Friday logged 311 new COVID-19 cases pushing the active tally to 8,621.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
Customs finds P120 million in suspected smuggled food products in Navotas,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Tolentino: Blue Ribbon waiting for SRA documents before launching sugar smuggling probe,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Senate committed to pass minimum wage hike bill before sine die adjournment — Zubiri,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"BFP inspects establishments, fire hydrants as Fire Prevention Month kicks off",9. Health and Safety,8. Security and Defense,9. Health and Safety,9. Health and Safety
"Only 0.06% of total departing passengers on an everyday basis get offloaded from their flights due to being victims of human trafficking, illegal recruitment, or inconsistencies in their travel documents, the Bureau of Immigration said Monday.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",9. Health and Safety,"7. Law and Order, Crime and Justice"
"Maynilad, Manila Water ask for increase in water allocation from Angat Dam",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
Senate likely to approve Maharlika Investment Fund in June –Escudero,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
DICT: No more extension after addt’l 90-day SIM registration period expires,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
PNP to give additional security in schools,8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
The remotely operated vehicle (ROV) to be used to check the condition and contain the oil leak from the sunken MT Princess Empress arrived in the Philippines from Japan on Monday.,2. Capacity and Resources,2. Capacity and Resources,9. Health and Safety,2. Capacity and Resources
House panel OKs bill expanding foreign aid fund sources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
An anti-crime watchdog on Tuesday said they received reports of online offers of removal from the Bureau of Immigrations (BI) blacklist for P1 million to P5 million.,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Nueva Ecija solons propose creation of Onion Research Institute,6. Policy Prescription and Evaluation,2. Capacity and Resources,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"The Alliance of Concerned Teachers (ACT) over the weekend called on the Department of Education (DepEd) to provide additional facilities for classrooms and to reduce the size of classes, given the recent heat spikes recorded in the country.",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"Senator Robin Padilla, one of the proponents of Charter change in the Senate, said Sunday that he was prepared to keep trying to convince the House of Representatives to prioritize amending the economic provisions of the 1987 Constitution through a Constituent Assembly (con-ass).",13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
De Lima drug case submitted for decision —lawyer,13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Remulla: Immigration Bureau’s Port Operations Division to be deactivated,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
De Lima camp: No 'thread of evidence' of Colanggo's drug link claims,13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Former President Rodrigo Duterte stood pat his administration had to carry out the campaign against illegal drugs to fulfill his sworn duty to protect the Filipinos, according to Mark Salazar's report on ""24 Oras.""",13. Political,13. Political,3. Morality,13. Political
"With the aim of developing the country's agriculture sector, President Ferdinand ""Bongbong"" Marcos Jr. agreed with the use of digitalization in the farmer registry and creation of the digital food balance sheet.",2. Capacity and Resources,6. Policy Prescription and Evaluation,1. Economic,False
Vice President Sara Duterte on Tuesday said she would support legislation that would protect the partnership between members of the,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"Malacañang on Tuesday announced the latest appointments under the administration of President Ferdinand ""Bongbong"" Marcos Jr.",13. Political,13. Political,13. Political,13. Political
"The Senate Blue Ribbon Committee has scheduled on Tuesday the start of its investigation on the alleged human smuggling at the Ninoy Aquino International Airport, Senator Grace Poe has said.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",9. Health and Safety,"7. Law and Order, Crime and Justice"
DBM: Over P1B released for rice assistance of gov't workers,1. Economic,2. Capacity and Resources,10. Quality of Life,False
NBI issues subpoena vs Luis Manzano over FlexFuel investment complaints,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"DOH: 12 to 23 years to address shortage of nurses, doctors under existing policies",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
The Pambansang Lakas ng Kilusang Mamamalakaya ng Pilipinas (PAMALAKAYA) and the Bureau of Fisheries and Aquatic Resources (BFAR) held a dialogue on Friday and discussed ongoing dredging and reclamation activities in Manila Bay.,13. Political,2. Capacity and Resources,10. Quality of Life,False
NTC on petition vs. SIM registration: We're just implementing the law,13. Political,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,False
