Text,Annotation-1,Annotation-2,Annotation-3,Majority-Frame
"MANILA, Philippines – The Sandiganbayan’s Fourth Division accepted a request by the Office of the Ombudsman to withdraw two petitions which sought the forfeiture of ill-gotten wealth of former Armed Forces of the  Major General Carlos Garcia, his wife, and their three sons.",13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – Former political prisoner Cristina Bawagan still has the dress she wore the day she was arrested, tortured and sexually abused by soldiers during the late Philippines’ dictator Ferdinand Marcos’s brutal era of martial law.",13. Political,13. Political,11. Cultural Identity,13. Political
Hontiveros on DepEd confidential funds: Leave intelligence operations to experts,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Lawmaker wants House to look into automating barangay elections,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Why few Filipinos are taking COVID-19 booster shots,9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – A Chinese Coast Guard ship came dangerously close to a Philippine patrol vessel near the Ayungin Shoal, the Philippine Coast Guard (PCG) reported on Friday, April 28.",8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
Alleged NPA leader Eric Jun Casilao arrested in Malaysia,13. Political,14. External Regulation and Reputation,"7. Law and Order, Crime and Justice",False
"MANILA, Philippines – In a recent Rappler+ briefing, members and guests got an inside look at how the country’s political dynasties contributed to the results of this year’s elections.",13. Political,13. Political,13. Political,13. Political
Remulla digs out anti-terror card in Degamo killings,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
"DOJ stands by charges vs De Lima, hands off in alleged coercion by officials","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – Outgoing Justice Secretary Menardo Guevarra said on Thursday, June 9, the panel investigating the killings of nine activists in Calabarzon – an incident eventually known as Bloody Sunday – will exert their “best efforts” to resolve the cases before their term ends.",8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense
Rappler Recap: Rights groups remember desaparecidos on Int’l Day of the Disappeared,3. Morality,12. Public Opinion,4. Fairness and Equality,False
"Baby River’s mom, 2 others granted bail","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
"MANILA, Philippines – The Department of Health (DOH) has issued an “extremely urgent” memorandum ordering all Centers for Health Development (CHD) directors to observe intensified border controls at all ports of entry.",9. Health and Safety,5. Constitutionality and Jurisprudence,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – Opisyal nang polisiya ng Marcos administration na hindi na muling sasali ang Pilipinas sa International Criminal Court (ICC) dahil may sarili na raw tayong imbestigasyon. Ano na ba ang nagawa ng justice system ng Pilipinas?",15. Other,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,False
Philippines backs proposed treaty to protect marine biodiversity,10. Quality of Life,11. Cultural Identity,8. Security and Defense,False
"DepEd urges sexual abuse victims to come forward, file complaints","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Philippines approves revival of nuclear power to help replace coal,2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"MANILA, Philippines – Lawyer Boni Tacardon, one of the legal counsels of former senator Leila de Lima, said they will again push for bail to seek the former lawmaker’s temporary release.  after former Bureau of Corrections (BuCor) officer in charge Rafael Ragos finished recanting his statement against De Lima.",13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – Partido Lakas ng Masa presidential candidate and labor leader Leody de Guzman promised to enact his “Labor First Policy” to solve the country’s labor problems should he win as president .",15. Other,13. Political,13. Political,13. Political
PH asks ICC to suspend probe into drug war killings under Duterte,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,14. External Regulation and Reputation,False
"BAGUIO CITY, Philippines – The Supreme Court has upheld with finality most of the anti-terror law, the Court announced on Tuesday, April 26.",6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"MANILA, Philippines – Severe Tropical Storm Paeng left a trail of devastation in the Philippines, after heavy rain resulted in deadly floods and landslides that affected over 2 million Filipinos.",9. Health and Safety,10. Quality of Life,10. Quality of Life,10. Quality of Life
"Bill seeking more protection, benefits for media workers hurdles House",13. Political,6. Policy Prescription and Evaluation,4. Fairness and Equality,False
"MANILA, Philippines – In an age of disinformation, danger rains down in every form, from artillery shells to fake video footage.",9. Health and Safety,"7. Law and Order, Crime and Justice",8. Security and Defense,False
"MANILA, Philippines – The Court of Appeals (CA) ruled that the dismissal of Reynaldo Esmeralda and Ruel Lasala as deputy directors of the National Bureau of Investigation (NBI) under the time of former president Noynoy Aquino is illegal.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – The Procurement Service of the Department of Budget and Management – previously the subject of congressional investigations due to anomalous pandemic contracts – was found by state auditors to have approved supply deals for personal protective equipment (PPE) that were not certified as safe by the Food and Drug Administration (FDA).",9. Health and Safety,2. Capacity and Resources,5. Constitutionality and Jurisprudence,False
"Life was hard, love was easy: Love for country fuels Nona and Ferdinand Castillo’s romance",13. Political,15. Other,3. Morality,False
"MANILA, Philippines – It’s impossible to talk about the state of democracy and its future without talking specifically about LGBTQ+ rights, especially during Pride Month.",4. Fairness and Equality,6. Policy Prescription and Evaluation,4. Fairness and Equality,4. Fairness and Equality
FULL TEXT: President Marcos’ inaugural speech,13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – The Sandiganbayan acquitted former Presidential Commission on Good Government (PCGG) chairperson Camilo Sabio of charges against him in relation to unliquidated cash advances amounting to P632,428.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – Hard-hitting broadcaster Percival “Percy Lapid” Mabasa was gunned down by assailants in Las Piñas City on October 3. He was the second journalist to be killed under President Ferdinand Marcos Jr., and the 197th since Philippine democracy was restored in 1986.",13. Political,"7. Law and Order, Crime and Justice",8. Security and Defense,False
"‘Bungkalan’ in Tinang did not turn bloody, but police file more cases","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Duterte announces free MRT3 rides from March 28 to April 30,2. Capacity and Resources,10. Quality of Life,10. Quality of Life,10. Quality of Life
QC court denies NTC’s appeal to set aside order to unblock Bulatlat’s website,13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
Philippine lawmaker seeks to abolish agency recovering Marcos wealth,13. Political,6. Policy Prescription and Evaluation,5. Constitutionality and Jurisprudence,False
"MANILA, Philippines – The Philippines and the United States have agreed on four new local bases in the country where American troops will be allowed to build facilities and preposition defense assets, nearly nine years after both countries signed the Enhanced Defense Cooperation Agreement (EDCA).",14. External Regulation and Reputation,14. External Regulation and Reputation,2. Capacity and Resources,14. External Regulation and Reputation
"#WalangPasok: Class suspensions, Wednesday, October 26, 2022",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – As presumptive president Ferdinand “Bongbong” Marcos Jr. is poised to return to Malacañang, the United States said it looked forward to renewing its “special partnership” with the Philippines and working with the  administration on “key human rights and regional priorities.”",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines – Philippine National Police (PNP) chief Rodolfo Azurin Jr. denied any attempt to cover up the P6.7-billion worth of shabu seized in Tondo in 2022, as he warned his boss against people “feeding him wrong information.”","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
Marcos Jr. leads partial count in presidential race,13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – For the second Congress in a row, the House of Representatives passed a bill allowing married women to retain their maiden surname.",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
UP president nominees on world rankings: Never lose sight of mandate to serve country,10. Quality of Life,13. Political,3. Morality,False
"MANILA, Philippines – The anti-graft court dismissed the government’s petition, seeking to forfeit the properties of the late former Supreme Court chief justice Renato Corona and his wife Cristina.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – Nearly a year after the Philippines rolled out its COVID-19 vaccination drive, the government on Monday, February 7, began vaccinating children aged 5 to 11 in select areas in the country.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Broadcaster Erwin Tulfo, whose stint as secretary of the Department of Social Welfare and Development (DSWD) lasted only six months, is eyeing a new post in government: the legislative branch.",13. Political,13. Political,13. Political,13. Political
Degamo funeral: Palace declares March 16 special non-working holiday in Negros Oriental,10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
Robredo: We did not see evidence of cheating in 2022 elections,13. Political,13. Political,13. Political,13. Political
LOOK: AFP receives Short Sherpa aircraft for PH Army,8. Security and Defense,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"MANILA, Philippines – Bureau of Corrections (BuCor) Director General Gregorio Catapang Jr. announced on Wednesday, April 12, that they were eyeing to close the  in five years and all persons deprived of liberty (PDL) would be relocated in the regions by 2028.",8. Security and Defense,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"After 2 years of distance learning, PH schools return to face-to-face classes",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – Hours after kicking off a program to prepare school buildings for the return to face-to-face classes, Vice President Sara Duterte taunted the progressive Makabayan bloc, accusing them – without clear basis – of having a “love affair”  groups.",13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
Will EDSA still be celebrated under Marcos? No answer from spokesperson,13. Political,13. Political,11. Cultural Identity,13. Political
"MANILA, Philippines – The Armed Forces of the Philippines (AFP) has activated the Vice Presidential Security and Protection Group (VPSPG) – a “separate” unit from the Presidential Security Group (PSG) – for vice president-elect Sara Duterte.",8. Security and Defense,8. Security and Defense,8. Security and Defense,8. Security and Defense
"ABOARD PHILIPPINES COAST GUARD PLANE, South China Sea – As a Philippine coast guard aircraft flew over the disputed Spratly islands in the South China Sea on Thursday, March 9, a message came in over the radio telling it to immediately leave “Chinese territory.”",13. Political,8. Security and Defense,8. Security and Defense,8. Security and Defense
"LIST: Metro Manila, other areas to remain under Alert Level 1 until June 15",9. Health and Safety,9. Health and Safety,10. Quality of Life,9. Health and Safety
"MANILA, Philippines – The Philippine government on Friday, November 4, denounced North Korea’s recent firing of missiles, warning it increased tensions in the “already volatile region.”",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Aquino appointees wanted to gut anti-terror law ‘to prevent martial law’ abuses,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"MANILA, Philippines – Starting May 30, the Philippine government will drop the pre-departure COVID-19 test requirement for Filipinos and foreigners arriving from abroad as long as they are fully vaccinated and have received at least one booster shot.",6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety,9. Health and Safety
SOCO chief agrees with Fortun: Drug war death records ‘faked’,13. Political,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,False
"BFAR backpedals on pink salmon, pompano crackdown￼",13. Political,9. Health and Safety,2. Capacity and Resources,False
"After House ultimatum lapses, Teves floats conspiracy theories in new video",13. Political,13. Political,13. Political,13. Political
"On first Monday of Marcos government, key Cabinet posts unfilled",13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – The Philippines’ Department of Health (DOH) said Friday, November 25, that it had detected the country’s first cases of the more transmissible COVID-19 Omicron subvariant BQ.1.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"PUERTO PRINCESA, Philippines – US Vice President Kamala Harris made a historic trip to Palawan on Tuesday, November 22, as she ended her three-day Philippine visit as the Marcos administration’s most important guest in its first five months.",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
Rappler Talk: Ang mga gusaling nabili ng mga Marcos sa ill-gotten wealth,15. Other,13. Political,2. Capacity and Resources,False
"Environment chief Loyzaga wants consultative, science-based DENR",13. Political,6. Policy Prescription and Evaluation,13. Political,13. Political
"MANILA, Philippines – The Supreme Court (SC) junked the continuing mandamus, which sought specific actions from the Philippine government in relation to the Dengvaxia issue – the vaccine used for the prevention of dengue disease.",9. Health and Safety,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"MANILA, Philippines – A day before the first State of the Nation Address (SONA) of President Ferdinand “Bongbong” Marcos Jr. in Quezon City, a shooting incident inside the Ateneo de Manila University claimed the lives of at least three individuals, including the former mayor of Lamitan, Basilan, Rose Furigay.",8. Security and Defense,"7. Law and Order, Crime and Justice",8. Security and Defense,8. Security and Defense
"MANILA, Philippines – Three cops tagged in the death of Spanish businessman Diego Bello Lafuente had surrendered to authorities, the Department of Justice (DOJ) announced on Wednesday, February 15.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA, Philippines –  The case lead in petitions against the anti-terror law and five other Supreme Court justices had voted to remove an “ambigous” clause in the crime of recruitment to terror groups under the feared law, but  lost to nine of their colleagues, led by Chief Justice Anexander Gesmundo, who voted to retain it.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,False
"MANILA, Philippines – Exactly two years ago, Metro Manila was placed under lockdown to curb COVID-19 transmission, and the rest of the Philippines followed.",9. Health and Safety,9. Health and Safety,10. Quality of Life,9. Health and Safety
"MANILA, Philippines – The Senate has approved a resolution concurring in the Philippines’ accession to the 1961 United Nations treaty aiming to promote and protect the right to nationality.",4. Fairness and Equality,4. Fairness and Equality,6. Policy Prescription and Evaluation,4. Fairness and Equality
"MANILA, Philippines – The Department of Health (DOH) on Friday, November 4, reported that some 3,900 youth aged 12 to 17 got infected with COVID-19 from September 1 to November 3, or since Philippine schools gradually returned to face-to-face classes after more than two years of forced campus shutdowns.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – The  on health and demography on Monday, August 15, holds its first hearing on the country’s COVID-19 pandemic and monkeypox response under the Marcos administration.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"Metro Manila, 38 other areas to enter Alert Level 1 in March",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – In a move that marks deepening ties between the two countries, the Philippines and Japan will hold its inaugural 2+2 talks on Saturday, April 9, in Tokyo, Japan.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines — From actress Ivana Alawi to the Bureau of Internal Revenue’s mascot “Revie,” personalities in government and show business on Tuesday, February 7, took turns promoting and emphasizing, over and over again, the importance of paying the right taxes.","7. Law and Order, Crime and Justice",1. Economic,3. Morality,False
"MANILA, Philippines – The Armed Forces of the Philippines (AFP) recently received a medium lift aircraft and two ATAK helicopters for the Philippine Air Force (PAF).",8. Security and Defense,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"The Philippines  the month of July with a new set of national and local leaders, even as the COVID-19 pandemic continues to affect the everyday lives of Filipinos.",9. Health and Safety,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – The Japanese remotely-operated vehicle (ROV) that found the sunken MT Princess Empress is not capable of plugging or siphoning oil from the tanker, the Philippine Coast Guard (PCG) chief said on Wednesday, March 22.",9. Health and Safety,"7. Law and Order, Crime and Justice",2. Capacity and Resources,False
Sandiganbayan to ex-DBM official: Fugitives cannot seek judicial relief,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
DepEd says mandatory on-site work is ‘complying with gov’t order’,"7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,2. Capacity and Resources,False
"MANILA, Philippines – Philippine President Rodrigo Duterte launched a fresh tirade against the United States and other Western powers for lack of action on reducing carbon emissions but appeared not to have been updated on one crucial detail: America, under President Joe Biden, has rejoined the 2015 Paris Climate Change Agreement.",13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines – The Bureau of Corrections (BuCor) and the International Committee of the Red Cross (ICRC) inaugurated 150 temporary hospital beds to ensure continued provision of basic health care services for 28,000 detainees in Muntinlupa City’s New Bilibid Prison (NBP).",2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"MANILA, Philippines – Malacañang said on Thursday, August 11, that it is investigating officials who signed a resolution allowing the importation of 300,000 metric tons of sugar without the approval of the acting agriculture chief, President Ferdinand Marcos Jr.","7. Law and Order, Crime and Justice",1. Economic,5. Constitutionality and Jurisprudence,False
"MANILA, Philippines – The presidency of one Fidel V. Ramos, at least for a generation of Filipinos, is both a distant memory and recent history. Elected into power in 1992, the former soldier is remembered for helping bring a young democracy together just as political movements and forces threatened to tear it apart.",13. Political,13. Political,11. Cultural Identity,13. Political
"MANILA, Philippines – Ka Rey was only 18 when Martial Law was declared. Three days after its imposition, state forces raided his family’s Quezon City residence. He got away that time, but the Kapulungan ng mga Sandigan ng Pilipinas (KASAPI) member soon found himself behind bars.",13. Political,13. Political,10. Quality of Life,13. Political
Congress ratifies bill postponing barangay polls to October 2023,"7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
"DOJ issues order to monitor Bantag, Zulueta in immigration lookout bulletin","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,8. Security and Defense,False
"MANILA, Philippines – Valenzuela City 1st District Representative Rex Gatchalian has been appointed secretary of the Department of Social Welfare and Development (DSWD), the Presidential Communications Office announced on Tuesday, January 31.",13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – Masks will no longer be required in indoor and outdoor settings in the Philippines.",6. Policy Prescription and Evaluation,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – Outgoing National Security Adviser Hermogenes Esperon Jr. managed to get the National  Commission (NTC) to block access to 28 websites, including leading alternative news site Bulatlat.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
[PODCAST] Kriminal: Percy Lapid case – Why are prisoners being used for crimes?,13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"DOH seeks FDA approval for 4th dose of vaccines for elderly, immunocompromised",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – The Philippines on Wednesday, October 5, assured the United Nations Human Rights Council that it is pursuing reforms to provide “real justice in real time.”","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",4. Fairness and Equality,"7. Law and Order, Crime and Justice"
Ex-president Gloria Arroyo defends proposal to establish Maharlika fund,13. Political,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation,6. Policy Prescription and Evaluation
Click the YouTube link above to watch the live Senate hearing.,15. Other,13. Political,13. Political,13. Political
"MANILA, Philippines – The Movement Against Disinformation (MAD) on Tuesday, February 8, condemned a statement released by Presidential Communications Undersecretary Lorraine Marie T. Badoy on Facebook, which said the government’s  task force intends to take legal action against Rappler for its alleged “spread of disinformation that has brought and continues to bring great harm.”","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",8. Security and Defense,"7. Law and Order, Crime and Justice"
"MANILA, Philippines – A ranking House official said  will not hit pause on the public consultations being conducted by the lower chamber on charter change.","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,6. Policy Prescription and Evaluation,False
"MANILA, Philippines – Despite disagreements in the West Philippine Sea, the Department of National Defense (DND) said on Friday, January 21, China has donated over a billion pesos worth of equipment to the Armed Forces of the Philippines (AFP).",8. Security and Defense,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines – Acting Bureau of Corrections Director General Gregorio Pio Catapang Jr. will officially succeed his embattled predecessor Gerald Bantag, according to Department of Justice Secretary Boying Remulla.",13. Political,13. Political,13. Political,13. Political
FULL LIST: 2022 Bar Exams passers,10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – The Philippines sent a note verbale to China seeking “clarification” on a recent incident where Chinese coast guard personnel “forcibly retrieved” floating debris from members of the Philippine Navy in the West Philippine Sea.",8. Security and Defense,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"Like in 2016, INC endorses Marcos Jr.-Duterte",13. Political,13. Political,13. Political,13. Political
Marcos may discuss Taiwan in US but trade tops agenda – envoy,13. Political,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines – Health Secretary Francisco Duque III said on Thursday, March 17, that the Philippines will likely remain under Alert Level 1 until the end of President Rodrigo Duterte’s term, or until June 30, 2022.",9. Health and Safety,9. Health and Safety,9. Health and Safety,9. Health and Safety
"MANILA, Philippines – A  that investigated sex trafficking and prostitution rings linked to the Philippine offshore gaming operators (POGO) industry is set to  the filing of criminal cases against 26 officials under President Rodrigo Duterte’s government who were responsible for these nefarious practices.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"Marcos cheers European Commission move as job losses for 50,000 seafarers averted",13. Political,2. Capacity and Resources,2. Capacity and Resources,2. Capacity and Resources
"MANILA, Philippines – Cavite 7th District Representative Jesus Crispin “Boying” Remulla will be heading the Department of Justice (DOJ) under a Ferdinand Marcos Jr. government – a hyper-political position that will put him at the helm of prosecutors, government lawyers, and even as a member of the feared anti-terror council.",13. Political,13. Political,3. Morality,13. Political
"MANILA, Philippines – Newly elected Senate President Juan Miguel Zubiri gave a glimpse of how he would want the chamber to run under a Marcos presidency: vigilant against laws that could potentially harm the people, but cooperative with the President’s legislative agenda.",13. Political,13. Political,6. Policy Prescription and Evaluation,13. Political
"MANILA, Philippines – Why was President Ferdinand Marcos Jr. away from the Philippines on the 50th anniversary of Martial Law?Will the son follow in the father’s authoritarian footsteps? In this episode of In The Public Square, veteran journalist John Nery talks to Asian Studies professor Patricio “Jojo” Abinales about what the  of a Marcos will spell for the Philippines.Listen to Abinales’ insightful, provocative answers to these and other questions about Ferdinand the father and Ferdinand the son on Wednesday, September 28, at 8 pm.",13. Political,13. Political,3. Morality,13. Political
"Filipinos mark Bonifacio Day with calls for higher wages, lower prices",4. Fairness and Equality,2. Capacity and Resources,4. Fairness and Equality,4. Fairness and Equality
Rappler Talk: What the DOJ will be like under Boying Remulla,13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – Philippine House lawmakers had a “frank and candid” discussion with their European counterparts on the issues of human rights abuses in the country, a ranking leader of the lower chamber said, but he told them not to use a consequential trade agreement as a negotiating tool.",4. Fairness and Equality,14. External Regulation and Reputation,4. Fairness and Equality,4. Fairness and Equality
Record high 72.28% pass the 2020/2021 ‘Biggest Bar Ever’,10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
[WATCH] In The Public Square with John Nery: The killing of Percy Lapid and the Palace purge,13. Political,"7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA, Philippines – Almost all of the respondents surveyed by Pulse Asia, or 92%, said they were hopeful for the new year.",12. Public Opinion,12. Public Opinion,12. Public Opinion,12. Public Opinion
‘A huge honor’: Robredo chosen as Hauser Leader at Harvard Kennedy School,13. Political,13. Political,3. Morality,13. Political
"MANILA, Philippines – Vice President and Education Secretary Sara Duterte assumed the council presidency of the Southeast Asian Ministers of Education Organization (SEAMEO), as the Philippines took over the leadership of the organization from Singapore.",13. Political,14. External Regulation and Reputation,13. Political,13. Political
"Marcos ‘most unlikely’ to endorse next Senate president, says sister Imee",13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – The first day of a historic election summit of the Commission on Elections (Comelec) saw  floating the idea of adopting blockchain technology in future elections in the Philippines.",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
"MANILA, Philippines – The Supreme Court held in contempt members of the Commission on Elections (Comelec) who were directly responsible for the exclusion of a vice presidential aspirant from the official ballots of the 2022 polls.",13. Political,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence,5. Constitutionality and Jurisprudence
"Complaints filed vs ex-DILG exec Diño, 6 others for misrepresenting PCG","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice",5. Constitutionality and Jurisprudence,"7. Law and Order, Crime and Justice"
"MANILA, Philippines – Around three million Filipino families had nothing to eat at least once in the past three months, representing a slight increase from figures in the quarter before this, the latest Social weather Stations (SWS) survey showed.",12. Public Opinion,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – Getting rid of political dynasties is a long and sustained fight, and keeping them in check requires continuous work after the elections are over.",13. Political,13. Political,13. Political,13. Political
"MANILA, Philippines – President Ferdinand Marcos Jr. met with America’s top diplomat, United States Secretary of State Antony Blinken, on Saturday, August 6, as the two countries seek to reinforce ties amid increased tensions in the region.",14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation,14. External Regulation and Reputation
"MANILA, Philippines – Supreme Court (SC) spokesperson Brian Keith Hosaka said on Tuesday, November 1, that 2022 Bar Exams will push through as originally scheduled.",10. Quality of Life,10. Quality of Life,10. Quality of Life,10. Quality of Life
"MANILA, Philippines – Though he has benefitted from a plea bargain affirmed by the Supreme Court, the family of retired major general Carlos Garcia is not covered by that agreement.",13. Political,13. Political,5. Constitutionality and Jurisprudence,13. Political
"In privilege speech, lawmaker laments crowded gov’t shelters for OFWs",2. Capacity and Resources,6. Policy Prescription and Evaluation,2. Capacity and Resources,2. Capacity and Resources
Comelec allows OVP to continue COVID-19 programs 2 months since exemption bid,9. Health and Safety,9. Health and Safety,5. Constitutionality and Jurisprudence,9. Health and Safety
Former military chief Boy Faustino is Marcos’ defense secretary,13. Political,13. Political,13. Political,13. Political
"Cops, others urged to testify vs ‘most responsible’ in drug war killings as ICC probe resumes","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
"MANILA, Philippines – The  on banks and financial  is tackling for the third time in less than a week a bill that seeks to establish the proposed Maharlika Wealth Fund.","7. Law and Order, Crime and Justice",6. Policy Prescription and Evaluation,1. Economic,False
"MANILA, Philippines – Suspended Bureau of Corrections (BuCor) Director General Gerald Bantag filed a   against Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla, accusing him of being the alleged mastermind behind Percival “Percy Lapid” Mabasa’s death.","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice","7. Law and Order, Crime and Justice"
