Text,Policy Frame 1,Policy Frame 2,Policy Frame 3,Policy Frame 4,Policy Frame 5,Policy Frame 6,Policy Frame 7,Policy Frame 8,Policy Frame 9,Policy Frame 10,Policy Frame 11,Policy Frame 12,Policy Frame 13,Policy Frame 14,Policy Frame 15,Media_Outlet
"Eyeing stronger ties, Huang pitches China as ‘super market’ for Philippines",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – Chinese ambassador to the Philippines Huang Xilian expressed optimism that ties between Beijing and Manila could gain new momentum under the Marcos administration, after the Communist Party of China (CPC) vowed to turn the Asian giant into a “great modern socialist country” during the group’s recently concluded congress.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Ex-PNP chief says his management skill will help DOH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – Former Philippine National Police (PNP) chief and now Health Undersecretary Camilo Cascolan defended his appointment at the Department of Health (DOH), saying that his “management and strategic planning” will help the agency.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
Philippines to make indoor masking voluntary,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – The Philippines is set to allow the voluntary wearing of face masks indoors.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Sara Duterte: No Martial Law rebranding at DepEd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Vice President and Education Secretary Sara Duterte on Tuesday, October 25, denied the alleged “rebranding” of Martial Law or historical revisionism in favor of the late dictator Ferdinand Marcos at the Department of Education (DepEd).",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
Conspirators followed Percy Lapid for days before killing him – suspect,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The group behind the murder of hard-hitting journalist Percy Lapid followed him around his work and home for days before killing him in his vehicle in Las Piñas, self-confessed gunman Joel Escorial said in his extrajudicial confession.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Former top cop takes on health: Who is Camilo Cascolan?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"MANILA, Philippines – It’s the latter half of 2016 and Camilo Cascolan is poring over numbers. Inside Camp Crame, the police general goes through the daily, weekly, monthly data of the newly-inaugurated President Rodrigo Duterte’s controversial but popular “war on drugs.”",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"‘Not a job for amateurs,’ group says as ex-PNP chief joins DOH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Progressive group Akbayan on Monday, October 24, denounced the appointment of former Philippine National Police (PNP) chief Camilo Cascolan as undersecretary of the Department of Health (DOH), saying that the position was “not a job for amateurs and first timers.”",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
Marcos appoints ex-PNP chief Cascolan as DOH undersecretary,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. named Camilo Cascolan, a retired police general who briefly served as chief of the Philippine National Police under the Duterte administration, as an undersecretary of the Department of Health (DOH).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
PNP to roll out nationwide security dialogues with media,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – In light of anxiety in the media sector over the October 3 killing of hard-hitting broadcaster Percy Lapid, the Philippine National Police said it plans to hold safety dialogues with members of the media nationwide, a police deputy chief said on Saturday, October 22.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Remulla son refuses drug test. Can a suspect do that?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Juanito Jose Remulla III, the eldest son of Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla, was arrested on October 11 for alleged importation of 893.91 grams of high-grade marijuana, with an estimated street value of P1.25 million, and for violating customs law.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Philippines replaces One Health Pass with eArrival Card for international passengers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rappler
"CEBU CITY, Philippines – Starting November 1, the Philippine government will require travelers arriving from other countries to fill up its new eArrival Card.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rappler
Tolentino sees conspiracy in DepEd laptop mess,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"CEBU CITY, Philippines – Senator Francis Tolentino sees a conspiracy in the Department of Education’s (DepEd) allegedly overpriced P2.4-billion ($40.75 million) purchase of laptops.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
NTC chief Cordoba is Marcos’ new COA chairperson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – National  Commission (NTC) Commissioner Gamaliel Cordoba has been appointed as the new chairperson of the Commission on Audit (COA), replacing Jose Calida.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"Percy Lapid case: 3 names for dead ‘middleman,’ another person of interest identified",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Days after the surrender of Joel Escorial, the alleged gunman in the killing of broadcaster Percival “Percy Lapid” Mabasa, many other names allegedly involved in the killing floated. And the government keeps adding to that list, causing confusion.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"Talks to cancel botched chopper deal with Russia have started, DND says",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines — The Philippines has initiated discussions with Russia to formally terminate the P12.7-billion agreement to purchase 16 military helicopters, the Department of National Defense (DND) said.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Bantag suspended: Aquino-time AFP chief Catapang is new BuCor chief,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – Amid the issues on the death of broadcaster Percival “Percy Lapid” Mabasa, President Ferdinand Marcos Jr. named Aquino-time military chief Gregorio Catapang Jr. as the new Bureau of Corrections (BuCor) director general.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
12.6 million Filipino families consider themselves poor – SWS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Around 12.6 million Filipino families considered themselves poor in the first few months of the Marcos administration, according to the latest survey conducted by the Social Weather Stations (SWS).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
Marcos names ex-SAF commander Lazo as new PDEA chief,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. appointed former Philippine National Police (PNP) Special Action Force  Moro Virgilio Lazo as the new director general of the Philippine Drug Enforcement Agency (PDEA).",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"What we know so far: COVID-19 Omicron XBB subvariant, XBC variant in PH",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Rappler
"CEBU CITY, Philippines – The Philippines’ Department of Health (DOH) reported detecting its first cases of the COVID-19 Omicron subvariant XBB and the XBC variant on Tuesday, October 18.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"NBI, PLDT block 20 websites showing online child sex abuse – Hontiveros",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Since the passage of the law banning online sexual abuse and exploitation of children (OSAEC) in July, the National Bureau of Investigation (NBI) together with  PLDT have blocked at least 20 websites proliferating abusive material, Senator Risa Hontiveros said on Thursday, October 20.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Remulla says alleged middleman in Percy Lapid killing has died inside Bilibid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The alleged middleman in the killing of broadcaster Percival “Percy Lapid” Mabasa died inside the New Bilibid Prison (NBP), Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla said on Thursday, October 20.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
NBI to probe claims that orders to kill Percy Lapid came from Bilibid,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The National Bureau of Investigation (NBI) will conduct an independent investigation into the claims of the self-confessed gunman that the orders to kill broadcaster Percival “Percy Lapid” Mabasa came from inside the New Bilibid Prison (NBP).",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"Marcos appoints 2 justices in Court of Appeals, 1 for Court of Tax Appeals",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. appointed two new associate justices for the Court of Appeals (CA) and one for the Court of Tax Appeals (CTA).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
Muntinlupa court affirms decision allowing Ragos to testify on De Lima case,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – A Muntinlupa court affirmed its decision allowing former Bureau of Corrections (BuCor) chief Rafael Ragos to testify and recant his allegations against former senator Leila de Lima.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"House push to expand aid to private school students, teachers in basic ed revived",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – A House panel under the 19th Congress revisited proposals to further expand a law that provides voucher assistance to underprivileged students studying in private schools.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"US envoy visits Balangiga Bells in Eastern Samar, ‘where they rightfully belong’",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – United States Ambassador MaryKay Carlson praised the historic Balangiga Bells as a testament to the “entire arc” of Philippine-American ties during a visit to Eastern Samar on Tuesday, October 18.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Rule hastening return of children wrongfully brought to PH now in effect,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Supreme Court (SC) on Tuesday, October 18, promulgated the Rule on International Child Abduction Cases, which would allow for the faster return of children wrongfully brought to the Philippines.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"[WATCH] In the Public Square with John Nery: Can SC stop postponement of SK, barangay elections?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
The petition filed by lawyer Romulo Macalintal against the postponement of the barangay and Sangguniang Kabataan elections presents a novel case and faces a tight timetable.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
PANOORIN: Posible ang P20 kada kilo ng bigas na pangako ni Bongbong Marcos,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
Isa sa pinakamalaking usapin sa kampanya ni Pangulong Ferdinand Marcos Jr. ay ang kanyang pangakong ibababa ang presyo ng bawat kilo ng bigas sa P20.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
Murder complaint filed vs suspect in killing of broadcaster Percy Lapid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – A  was filed against Joel Escorial, the suspect behind the killing of broadcaster Percy Lapid, the Philippine National Police’s Southern Police District (SPD) confirmed on Wednesday, October 19.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
‘Takot pamilya ko’: Why police home visits aren’t reassuring,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Following the uncoordinated, unannounced visits of police to several journalists in a bid to secure them, anxiety was felt across the media sector and its advocates.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
Imee Marcos: Put NDRRMC under Office of the President,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"CEBU, Philippines – The National Disaster Risk Reduction and Management Council (NDRRMC) should be put under the Office of the President (OP) to improve response time by national agencies during disasters, Senator Imee Marcos said in a media forum on Tuesday, October 18.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
Philippines detects first cases of COVID-19 XBB subvariant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"CEBU CITY, Philippines – The Philippines’ Department of Health (DOH) announced on Tuesday, October 18, that it had detected the country’s first cases of the more transmissible COVID-19 Omicron subvariant XBB.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
Remulla says appeals related to son’s offenses will not go through DOJ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Justice Secretary Jesus Crispin “Boying” Remulla said appeals related to the drug charge  against his son, Juanito Jose, will not go through his own department.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
Suspect in killing of broadcaster Percy Lapid surrenders,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Editor’s note: An earlier version of this story referred to the suspect’s last name as “Estorial.” The police corrected the suspect’s surname on October 19.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Faustino: 2 submarines on defense department’s priority list,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"DAVAO ORIENTAL, Philippines – The Department of National Defense (DND) has included two submarines in a list of things to buy before President Ferdinand Marcos Jr. ends his term of office in 2028.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"With ‘new energy’ in ties, US eyes $100 million in military financing for Philippines",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – United States Ambassador to the Philippines MaryKay Carlson said on Monday, October 17, that the State Department has proposed allocating $100 million in foreign military financing for the Philippines as part of efforts to boost the Southeast Asian country’s defense modernization efforts.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
US concerned over attacks vs journalists in the Philippines,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The United States on Monday, October 17, expressed concern over recent attacks against journalists in the Philippines, denouncing efforts to harass and intimidate reporters in the country.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Quezon City richest LGU for second straight year – COA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Quezon City emerged as the wealthiest city for the second straight year, according to the Commission on Audit’s 2021 Annual Financial Report (AFR).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
PNRI chief insists Bataan Nuclear Power Plant safe for use,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Bataan Nuclear Power Plant (BNPP) is safe for use, the chief of the Philippine Nuclear Research Institute (PNRI) said on Monday, Oct. 17, amid talks to revive the mothballed facility as a new source of power.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"Senate suspends Comelec budget hearing over unsubmitted docs, info",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – An irked Senator Imee Marcos suspended the Commission on Election’s (Comelec) budget hearing on Monday, October 17, after the poll body failed to submit documents that would have addressed senators’ questions for the agency.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"SC asked to declare as unconstitutional law postponing barangay, SK polls",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"MANILA, Philippines – Veteran election lawyer Romulo Macalintal went to the Supreme Court on Monday, October 17, to challenge the constitutionality of the law that postponed the December 2022 Barangay and Sangguniang Kabataan (SK) elections to October 2023.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
Marcos godson Paul Soriano named presidential communications adviser,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – Director Paul Soriano has been appointed by President Ferdinand Marcos Jr. as his adviser on  Malacañang confirmed Monday, October 17.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
WATCH: Remulla attends DOJ flag ceremony days after son’s arrest,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla attended the agency’s flag ceremony on Monday, October 17 – among his first public appearances since the arrest of his son.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Youth experienced decline in mental health during pandemic – UP study,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"Trigger warning: suicideYoung Filipinos experienced a dramatic decline in their mental wellbeing, according to the 2021 Young Adult Fertility and Sexuality Study (YAFSS) of the University of the Philippines Population Institute (UPPI), which it presented on Friday, October 14.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"To secure Metro journalists, police visit their houses, ask their contacts",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Alex, not his real name, is a veteran journalist based in Metro Manila. After the killing of broadcaster Percy Lapid, he said the police started to look for him – not because he was involved in the case, but because the cops said they wanted to secure him.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"[PODCAST] Kriminal: Surviving hostage-taking, what’s next for De Lima?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Former senator Leila de Lima has been in jail for over five years for alleged drug charges, which she calls “trumped up.”",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
Bato dela Rosa urges revival of ‘Oplan Tokhang’ in drug war,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"ILIGAN, Philippines – Senator Ronald “Bato” Dela Rosa on Friday, October 14, called for a revival of “Oplan Tokhang” in fighting illegal drugs in the country, similar to the controversial strategy he led as police chief during the early years of the Duterte administration.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
DOJ Secretary Boying Remulla’s son charged for alleged possession of drugs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Las Piñas City prosecutors’ office on Friday, October 14, filed a case against Juanito Jose Remulla III, the son of Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla, for alleged possession of dangerous drugs.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
Drug complaint vs Boying Remulla’s son a test to justice system – NUPL president,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The issue involving the son of Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla is a test to the country’s justice system.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
Marcos on pleas for De Lima’s release: ‘We don’t doubt the process’,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. on Friday, October 14, responded to the plea of detained former senator Leila de Lima and opposition lawmakers seeking her release, saying he trusts the process, and that asking state prosecutors dealing with her drug-related cases to do anything would be “interfering.”",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Marcos: ‘No basis’ for Remulla to resign over son’s arrest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr. shielded Justice Secretary Jesus Crispin “Boying” Remulla from resignation calls on Friday, October 14, saying there is “no basis” for the latter to step down after the Cabinet official’s son was arrested for alleged drug possession.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"Int’l groups urge Marcos: Withdraw cases vs Ressa, reject journalist persecution",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
"MANILA, Philippines – International groups challenged the Marcos administration to withdraw cases pursued by the previous Duterte administration against Rappler CEO Maria Ressa, expressing dismay that the Nobel laureate continued to face the prospect of imprisonment over a cyber libel case.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
Justice Secretary Remulla’s son arrested for drug possession,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The son of Department of Justice (DOJ) Secretary Jesus Crispin “Boying” Remulla was arrested by authorities for alleged possession of marijuana, the DOJ chief confirmed on Thursday, October 13.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"SMNI violates franchise, broadcasting code by red-tagging Ressa, Rappler – MAD",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Movement Against Disinformation (MAD) said Sonshine Media Network International (SMNI) and its presenters violated provisions of the 2007 Broadcast Code of the Philippines by blatantly red-tagging Rappler and its CEO Maria Ressa in the guise of delivering news.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
Hontiveros: ‘Rebuild the habit of truth seeking’ to address fake news crisis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – A handful of lawmakers reacted to a September Pulse Asia survey which said 86% of Filipino adults saw false or fake news as a problem in the Philippines and that a majority say they consume false political information on the internet or social media, or on television.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
Court of Appeals says dismissal of NBI officials during Aquino time illegal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Court of Appeals (CA) ruled that the dismissal of Reynaldo Esmeralda and Ruel Lasala as deputy directors of the National Bureau of Investigation (NBI) under the time of former president Noynoy Aquino is illegal.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
Did P537 billion help? 9 in 10 families receiving cash aid still below poverty line,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – For at least seven years – and in some cases, 13 – millions of Filipino families received a total of P537.39 billion in cash assistance or ayuda from the government, as of June 30, 2021.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rappler
WATCH: PNP still looking for facilities where De Lima could be transferred,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – Days after former senator Leila de Lima was taken hostage inside the Philippine National Police (PNP) Custodial Center in Camp Crame, PNP chief General Rodolfo Azurin Jr. said they were still looking for other facilities where she could be transferred.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
QC court denies NTC’s appeal to set aside order to unblock Bulatlat’s website,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Quezon City Regional Trial Court (RTC) Branch 306 denied the motion for reconsideration filed by the National  Commission (NTC) and former national security adviser Hermogenes Esperon Jr. over its earlier ruling that ordered the agency to unblock Bulatlat’s website.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
LIVESTREAM: ‘The Marcos Era’ book launch and forum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – The Ateneo de Manila University Press on Wednesday, October 12, is set to launch The Marcos Era: A Reader, an anthology about the different facets of the late dictator Ferdinand Marcos’ policies, programs, and personalities.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"Bersamin: Marcos’ Singapore F1 trip ‘partly official, partly personal’",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – President Ferdinand Marcos Jr.’s visit to Singapore for the Formula One (F1) Singapore Grand Prix was “semi-official” with some expenses covered by the government, Executive Secretary Lucas Bersamin clarified on Wednesday, October 12.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
In The Public Square with John Nery: Does the Liberal Party have a future?,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"On September 30, the Liberal Party elected nine-term congressman Edcel Lagman as its new president, and former senator Francis “Kiko” Pangilinan as its chairperson",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
Ateneo leads PH schools in world university ranking,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
"MANILA, Philippines – The Ateneo de Manila University (ADMU) is the country’s top university based on the latest Times Higher Education (THE) World University Ranking released on Wednesday, October 12.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Rappler
China refutes Zubiri: Philippines not on our tourist blacklist,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – China on Tuesday night, October 11, denied reports that it had included the Philippines on a blacklist for Chinese tourists due to online gambling operations in the Southeast Asian country, labelling these reports as “misinformation.”",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"#WalangPasok: Class suspensions, Wednesday, October 12, 2022",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Some areas suspended classes for Wednesday, October 12, as Tropical Depression Maymay headed for Central Luzon.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
SPECIAL COVERAGE: Ferdinand Marcos Jr.’s First 100 Days,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"When he took his oath as the 17th president of the Philippines, Ferdinand Marcos Jr. said his dreams were the same as the nation and that his ambitions were the same as every Filipino.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
Rights groups slam CA denial of Maria Ressa’s appeal in cyber libel case,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Human rights groups denounced on Tuesday, October 11, the Philippine appellate court’s denial of the appeal filed by Nobel Peace Prize laureate and Rappler CEO Maria Ressa and former Rappler researcher Reynaldo Santos Jr. over their cyber libel conviction.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Rappler
Leila de Lima tests negative for COVID-19 despite exposure to Abalos,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Detained former senator Leila de Lima said on Tuesday, October 11, that she tested negative for COVID-19 despite her exposure to COVID-positive Interior secretary Benhur Abalos.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Rappler
"Philippines included in China’s overseas gambling blacklist, Zubiri says",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
"MANILA, Philippines – Senate President Juan Miguel Zubiri said on Tuesday, October 11, that China has placed the Philippines on its overseas gambling blacklist, a move that would put travel restrictions on destinations Chinese nationals visited for gambling-related activities.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Rappler
‘Ang kapal-kapal ng mukha ’nyo’: Villar loses cool over ‘unapproved’ reclamation projects,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
"MANILA, Philippines – Senator Cynthia Villar, who chairs the  on environment, natural resources, and climate change, lost her temper when reclamation projects were discussed during the budget hearing for the Department of Environment and Natural Resources (DENR) on Tuesday, October 11.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rappler
Court of Appeals denies Maria Ressa’s appeal in cyber libel case,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – The Court of Appeals (CA) denied the motion for reconsideration filed by Nobel Peace Prize laureate and Rappler CEO Maria Ressa and former Rappler researcher Reynaldo Santos Jr. over their cyber libel case.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
WATCH: De Lima’s drug charge hearing postponed due to COVID-19 exposure,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – Former senator Leila de Lima’s hearing for one of her illegal drug charges originally set Monday, October 10, was postponed after prosecutors learned that Interior Secretary Benhur Abalos, whom De Lima was in close contact with, tested positive for COVID-19.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Rappler
‘Set her free’: De Lima hostage-taking puts her continued detention in spotlight,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
"MANILA, Philippines – For over five years and counting, former senator Leila de Lima has been detained in the Camp Crame Custodial Center, waiting out the resolution of drug-related charges filed against her by the Duterte administration in 2017.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Rappler
WATCH: PNP says complacence of guards led to De Lima’s hostage-taking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Rappler
